26,4153,274,171,,,,,,,
53,4096,303,181,,,,,,,
80,4120,298,142,,,,,,,
106,4145,279,150,,,,,,,
133,4650,3834,443,,,,,,,
160,3250,8063,3447,,,,,,,
186,1782,8369,3987,,,,,,,
213,772,5051,4939,,,,,,,
240,2506,-3580,1149,,,,,,,
267,4372,507,-1374,,,,,,,
302,4224,426,16,,,,,,,
337,4169,330,153,,,,,,,
372,4106,340,101,,,,,,,
407,4130,327,92,,,,,,,
442,4270,1181,-128,,,,,,,
477,1137,103,3272,,,,,,,
512,5079,-7674,-3115,,,,,,,
547,7760,-4171,-4154,,,,,,,
582,5352,6034,767,,,,,,,
618,1921,-1547,1182,,,,,,,
656,4034,1018,77,,,,,,,
694,4093,396,15,,,,,,,
732,4139,536,-127,,,,,,,
770,4275,806,-161,,,,,,,
808,4167,490,-166,,,,,,,
846,4129,586,-274,,,,,,,
884,4067,808,-504,,,,,,,
922,4153,973,-853,,,,,,,
960,4080,235,-477,,,,,,,
998,3815,-435,-256,,,,,,,
1037,3779,-454,63,,,,,,,
1077,3816,41,-210,,,,,,,
1117,3822,198,-316,,,,,,,
1157,3712,303,-516,,,,,,,
1197,3391,200,-493,,,,,,,
1237,3300,68,-549,,,,,,,
1277,3350,-212,8,,,,,,,
1317,3671,2221,132,,,,,,,
1357,3106,1014,42,,,,,,,
1397,3946,914,18,,,,,,,
1438,3581,85,-1546,,,,,,,
1477,3498,-439,-1954,,,,,,,
1517,3083,-497,-2098,,,,,,,
1557,3720,477,-1545,,,,,,,
1597,4804,665,-1491,,,,,,,
1637,4066,163,-1807,,,,,,,
1677,4831,77,-2367,,,,,,,
1717,4421,591,-1933,,,,,,,
1757,4553,475,-1455,,,,,,,
1797,5080,296,-1792,,,,,,,
1837,5064,39,-1880,,,,,,,
1873,4985,486,-2075,,,,,,,
1909,4684,-25,-1507,,,,,,,
1946,4401,347,-1484,,,,,,,
1982,4335,650,-1231,,,,,,,
2018,4638,905,-527,,,,,,,
2055,4794,668,-542,,,,,,,
2091,6075,466,-1321,,,,,,,
2127,5790,-870,-467,,,,,,,
2164,4622,-256,261,,,,,,,
2200,3711,-248,1103,,,,,,,
2237,2990,178,961,,,,,,,
2277,2150,348,193,,,,,,,
2317,1525,647,331,,,,,,,
2357,1287,1228,821,,,,,,,
2397,1642,1217,716,,,,,,,
2437,2599,759,-351,,,,,,,
2477,9471,4379,4976,,,,,,,
2517,3233,-1837,-343,,,,,,,
2557,3928,953,-2750,,,,,,,
2597,4056,850,-1155,,,,,,,
2638,4596,362,-1664,,,,,,,
2674,4793,74,-1466,,,,,,,
2710,4924,384,-708,,,,,,,
2746,4128,1024,-1465,,,,,,,
2783,3441,-49,-990,,,,,,,
2819,4659,1061,-467,,,,,,,
2855,4990,1109,-417,,,,,,,
2891,3697,-382,-833,,,,,,,
2928,3951,446,-1286,,,,,,,
2964,3717,-604,-885,,,,,,,
3000,4176,-931,-703,,,,,,,
3037,4359,-135,-471,,,,,,,
3077,4239,505,-819,,,,,,,
3117,4286,205,-683,,,,,,,
3157,4188,351,-878,,,,,,,
3197,3992,69,-767,,,,,,,
3237,4041,208,-863,,,,,,,
3277,4133,-558,-774,,,,,,,
3317,4131,-823,-1059,,,,,,,
3357,4004,-355,-942,,,,,,,
3397,3840,457,-1394,,,,,,,
3437,4038,32,-1246,,,,,,,
3476,4060,50,-1288,,,,,,,
3516,4027,143,-1307,,,,,,,
3556,3980,32,-1041,,,,,,,
3596,3913,-74,-1164,,,,,,,
3636,3992,83,-1004,,,,,,,
