10,-1650,3753,420,,,,,,,
20,-1655,3721,419,,,,,,,
30,-1681,3726,405,,,,,,,
40,-1669,3744,406,,,,,,,
50,-1642,3714,411,,,,,,,
60,-1629,3736,405,,,,,,,
70,-1629,3723,399,,,,,,,
80,-1630,3720,423,,,,,,,
90,-1640,3725,394,,,,,,,
100,-1627,3691,395,,,,,,,
134,-1619,3735,397,,,,,,,
168,-1621,3730,409,,,,,,,
202,-1632,3708,393,,,,,,,
237,-1655,3723,394,,,,,,,
271,-1645,3751,391,,,,,,,
305,-1640,3749,385,,,,,,,
339,-1628,3693,395,,,,,,,
374,-1675,3746,385,,,,,,,
408,-1659,3767,402,,,,,,,
442,-1669,3738,401,,,,,,,
477,-1637,3724,384,,,,,,,
519,-1648,3760,378,,,,,,,
562,-1624,3791,391,,,,,,,
604,-1634,3713,399,,,,,,,
647,-1648,3698,389,,,,,,,
690,-1651,3707,399,,,,,,,
732,-1624,3734,410,,,,,,,
775,-1645,3747,384,,,,,,,
817,-1622,3757,403,,,,,,,
860,-1662,3725,438,,,,,,,
903,-1657,3731,415,,,,,,,
940,-1664,3708,419,,,,,,,
978,-1653,3734,425,,,,,,,
1015,-1675,3784,387,,,,,,,
1053,-1629,3713,428,,,,,,,
1090,-1642,3734,439,,,,,,,
1128,-1672,3704,417,,,,,,,
1165,-1649,3717,422,,,,,,,
1203,-1689,3738,434,,,,,,,
1240,-1636,3692,411,,,,,,,
1278,-1639,3702,468,,,,,,,
1316,-1630,3738,444,,,,,,,
1354,-1616,3723,414,,,,,,,
1392,-1622,3684,436,,,,,,,
1430,-1624,3715,383,,,,,,,
1469,-1627,3708,388,,,,,,,
1507,-1614,3643,395,,,,,,,
1545,-1515,3700,388,,,,,,,
1584,-1403,3574,401,,,,,,,
1622,-1319,3458,427,,,,,,,
1660,-1221,3628,376,,,,,,,
1699,-1216,3787,192,,,,,,,
1739,-1121,3504,381,,,,,,,
1780,-811,3756,481,,,,,,,
1820,-733,3490,515,,,,,,,
1861,-448,3544,536,,,,,,,
1902,-183,4159,276,,,,,,,
1942,-299,3447,477,,,,,,,
1983,14,3275,503,,,,,,,
2023,359,3890,203,,,,,,,
2064,452,3314,210,,,,,,,
2105,602,2935,287,,,,,,,
2141,1068,1923,481,,,,,,,
2177,1645,1737,548,,,,,,,
2214,3186,1986,422,,,,,,,
2250,3905,2772,-287,,,,,,,
2286,4711,2846,-136,,,,,,,
2323,5311,2523,-377,,,,,,,
2359,5193,2923,210,,,,,,,
2395,4735,2365,660,,,,,,,
2432,4542,2400,633,,,,,,,
2468,3680,2553,-12,,,,,,,
2505,5348,5355,4221,,,,,,,
2545,3726,3479,1797,,,,,,,
2585,3096,833,-794,,,,,,,
2625,4352,1250,317,,,,,,,
2665,4806,958,346,,,,,,,
2705,4872,970,38,,,,,,,
2745,4959,1284,346,,,,,,,
2785,4015,482,-581,,,,,,,
2825,4255,1174,239,,,,,,,
2865,3917,741,-586,,,,,,,
2905,4303,700,-335,,,,,,,
2942,4268,902,-317,,,,,,,
