9,2816,1924,-1550,,,,,,,
19,4869,239,-90,,,,,,,
29,4162,1497,3590,,,,,,,
38,3221,1159,571,,,,,,,
48,3810,1966,335,,,,,,,
58,3979,1668,-290,,,,,,,
68,3933,1184,34,,,,,,,
77,3839,1203,474,,,,,,,
87,3833,1145,766,,,,,,,
97,4510,2482,720,,,,,,,
107,6680,3082,417,,,,,,,
145,1338,714,1146,,,,,,,
183,6886,385,-1079,,,,,,,
221,1411,-3,760,,,,,,,
259,2845,-880,214,,,,,,,
297,3979,1311,632,,,,,,,
335,3794,1228,359,,,,,,,
373,4022,1608,499,,,,,,,
411,4099,2060,461,,,,,,,
449,4265,1767,874,,,,,,,
488,3643,-5592,-1148,,,,,,,
528,1881,5084,8369,,,,,,,
569,6872,-2338,-6830,,,,,,,
609,1083,2529,6535,,,,,,,
650,7164,3179,-2312,,,,,,,
690,3373,268,1682,,,,,,,
731,3174,766,1668,,,,,,,
771,2996,771,1711,,,,,,,
812,2881,973,1528,,,,,,,
852,2834,1544,1250,,,,,,,
893,3116,1175,1877,,,,,,,
931,3374,962,2047,,,,,,,
970,3754,741,2195,,,,,,,
1009,3989,1019,1787,,,,,,,
1047,4072,430,2018,,,,,,,
1086,4085,688,2011,,,,,,,
1125,4045,361,2212,,,,,,,
1164,4048,159,2255,,,,,,,
1202,3867,121,2367,,,,,,,
1241,4442,-667,2113,,,,,,,
1280,3161,295,1586,,,,,,,
1319,1894,1325,2303,,,,,,,
1359,3240,982,1784,,,,,,,
1400,4019,3971,2319,,,,,,,
1440,4197,983,3133,,,,,,,
1481,3652,2014,3328,,,,,,,
1522,3657,700,3775,,,,,,,
1562,3474,707,3026,,,,,,,
1603,3325,-633,3478,,,,,,,
1643,2450,-584,3420,,,,,,,
1684,1377,-519,3299,,,,,,,
1725,699,-465,3230,,,,,,,
1763,478,-446,3180,,,,,,,
1801,404,-456,3092,,,,,,,
1840,460,-467,3335,,,,,,,
1878,418,-632,3481,,,,,,,
1916,344,-585,3802,,,,,,,
1955,270,-509,3834,,,,,,,
1993,146,-706,3859,,,,,,,
2031,55,-617,3757,,,,,,,
2070,91,-573,3852,,,,,,,
2108,134,-714,4007,,,,,,,
2147,192,-425,3983,,,,,,,
2184,117,-557,4120,,,,,,,
2221,124,-518,4061,,,,,,,
2258,100,-540,4033,,,,,,,
2296,268,-766,4248,,,,,,,
2333,212,-805,4072,,,,,,,
2370,478,-109,3773,,,,,,,
2408,469,1048,3150,,,,,,,
2445,473,2009,2639,,,,,,,
2482,123,3144,2171,,,,,,,
2520,182,3362,2008,,,,,,,
2560,288,4065,1856,,,,,,,
2600,405,3799,1907,,,,,,,
2640,500,3772,1814,,,,,,,
2680,621,4364,1315,,,,,,,
2721,695,4370,1090,,,,,,,
2761,842,3980,1098,,,,,,,
2801,1098,4164,907,,,,,,,
2841,1123,4216,777,,,,,,,
2881,1119,3846,768,,,,,,,
2922,1202,4094,638,,,,,,,
2958,1200,4045,582,,,,,,,
2994,1146,3965,608,,,,,,,
3030,1007,3926,438,,,,,,,
3066,1000,4026,376,,,,,,,
3102,1051,4017,402,,,,,,,
3138,1094,4262,370,,,,,,,
3174,948,4273,426,,,,,,,
3210,821,4134,498,,,,,,,
3246,879,4377,477,,,,,,,
3282,858,4302,614,,,,,,,
3319,779,4293,710,,,,,,,
3359,958,4767,778,,,,,,,
3400,432,4506,453,,,,,,,
3440,373,4092,1083,,,,,,,
3481,297,4089,1077,,,,,,,
3522,114,3342,504,,,,,,,
3562,100,3771,618,,,,,,,
3603,-56,2790,413,,,,,,,
3643,3,2648,387,,,,,,,
3684,217,2219,743,,,,,,,
