417578, 3358, 1146, 2132, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
417617, 3342, 1236, 2116, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
417658, 3341, 1228, 2103, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
417699, 3322, 1324, 2085, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
417741, 3304, 1300, 2115, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
417782, 3221, 1392, 2347, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
417824, 3194, 1384, 2429, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
417865, 3095, 1464, 2369, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
417906, 3073, 1507, 2420, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
417948, 2986, 1469, 2466, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
417989, 2846, 1598, 2541, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418031, 2843, 1580, 2624, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418066, 2773, 1650, 2610, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418101, 2803, 1629, 2632, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418136, 2732, 1662, 2645, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418172, 2613, 1803, 2686, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418207, 2572, 1885, 2691, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418242, 2515, 1793, 2783, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418277, 2507, 1782, 2760, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418313, 2436, 1775, 2800, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418348, 2435, 1715, 2862, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418383, 2421, 1769, 2890, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418419, 2456, 1790, 2957, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418458, 2425, 1894, 2917, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418498, 2608, 1684, 2928, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418537, 2699, 1758, 2865, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418577, 2447, 1359, 2957, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418616, 2460, 1269, 3586, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418656, 2434, 2118, 3001, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418695, 5085, 1966, 1500, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418735, 4802, 1206, 1910, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418774, 4386, 491, 2054, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418814, 3732, 1402, 2880, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418859, 3629, 1139, 2981, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418904, 3480, 1440, 2983, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418949, 3113, 628, 2773, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
418994, 3024, 1235, 2291, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419039, 2901, 779, 2624, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419084, 2890, 639, 2126, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419129, 3135, 843, 1614, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419174, 3772, 3365, 3782, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419219, 2307, -1200, 1700, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419264, 2508, 292, 2549, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419294, 2329, 972, 2228, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419325, 2853, 236, 2813, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419356, 3018, 628, 3054, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419387, 2871, 649, 2648, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419418, 3008, 923, 2553, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419448, 2948, 891, 2589, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419479, 3006, 967, 2794, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419510, 2924, 819, 2733, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419541, 2953, 931, 2765, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419572, 2907, 855, 2711, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419603, 3010, 1085, 2822, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419645, 2864, 1221, 2654, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419687, 2871, 1397, 2674, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419729, 2827, 1297, 2678, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419771, 2901, 1330, 2691, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419813, 2981, 1275, 2669, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419855, 2958, 1228, 2742, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419897, 2999, 1125, 2619, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419939, 2945, 1243, 2689, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
419981, 2853, 1173, 2600, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420024, 2930, 1239, 2748, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420059, 2967, 1290, 2668, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420095, 2904, 1267, 2644, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420130, 2923, 1295, 2632, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420166, 2828, 1435, 2706, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420202, 2800, 1366, 2760, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420237, 2855, 1440, 2596, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420273, 2827, 1316, 2671, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420309, 2732, 1378, 2755, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420344, 2820, 1415, 2779, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420380, 2710, 1437, 2721, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420416, 2639, 1501, 2656, 82, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420456, 2622, 1544, 2850, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420496, 2636, 1534, 2940, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420536, 2733, 1647, 2704, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420576, 2840, 1481, 2620, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420617, 2840, 1379, 2614, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420657, 2807, 1491, 2536, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420697, 2890, 1510, 2589, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420737, 2930, 1570, 2676, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420777, 2875, 1526, 2652, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420818, 2890, 1531, 2605, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420858, 2842, 1527, 2598, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420899, 2868, 1576, 2568, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420939, 2789, 1477, 2585, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
420980, 2896, 1540, 2715, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421020, 2898, 1528, 2590, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421061, 2944, 1551, 2579, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421101, 2928, 1605, 2437, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421142, 2950, 1563, 2452, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421182, 2913, 1546, 2498, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421223, 2878, 1532, 2547, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421258, 2872, 1625, 2530, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421294, 2857, 1580, 2525, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421329, 2924, 1530, 2580, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421365, 2956, 1444, 2539, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421401, 3003, 1491, 2548, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421436, 2939, 1569, 2441, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421472, 2931, 1533, 2425, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421508, 2946, 1594, 2504, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421543, 2947, 1548, 2502, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421579, 2931, 1468, 2490, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421615, 2895, 1448, 2585, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421661, 2960, 1606, 2628, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421708, 2939, 1573, 2422, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421755, 2956, 1563, 2437, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421801, 2937, 1585, 2473, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421848, 2904, 1588, 2576, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421895, 2869, 1527, 2518, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421941, 2792, 1520, 2464, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
421988, 3103, 1424, 2739, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
422035, 2975, 1457, 2603, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
422082, 2824, 1681, 2519, 81, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
422113, 2761, 1562, 2556, 80, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
422144, 2824, 1451, 2537, 80, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
422175, 2903, 1571, 2578, 80, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
422206, 2893, 1591, 2563, 80, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
422237, 2825, 1604, 2532, 80, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
422268, 2811, 1570, 2608, 80, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
422299, 2842, 1542, 2586, 80, b9c88326-4407-4540-84fd-d80a3fc4692d, , transisi, transisi_sujud_ke_duduk, , 
